Date,Canton,Blood_Type,Blood_in_Liter,Demand_in_Liter
2023-11-12,VD,0-,34.8,23.55
2023-11-12,VS,A+,8.23,17.27
2023-11-12,VS,A-,31.52,20.8
2023-11-12,VS,B+,18.95,11.34
2023-11-12,VS,B-,12.65,8.69
2023-11-12,VS,AB+,29.48,15.96
2023-11-12,VS,AB-,23.35,14.72
2023-11-12,VS,0+,7.13,12.65
2023-11-12,VS,0-,4.25,16.08
2023-11-12,NE,A+,11.99,6.42
2023-11-12,NE,A-,10.65,6.17
2023-11-12,NE,B+,15.16,8.27
2023-11-12,NE,B-,0.91,3.55
2023-11-12,NE,AB+,11.1,7.38
2023-11-12,NE,AB-,8.87,6.04
2023-11-12,NE,0+,6.36,6.58
2023-11-12,NE,0-,11.07,6.85
2023-11-12,GE,A+,21.22,11.52
2023-11-12,GE,A-,34.54,20.32
2023-11-12,GE,B+,20.54,12.93
2023-11-12,GE,B-,16.68,11.08
2023-11-12,GE,AB+,37.45,24.9
2023-11-12,GE,AB-,21.1,13.05
2023-11-12,GE,0+,7.97,14.82
2023-11-12,GE,0-,21.96,17.99
2023-11-12,JU,A+,1.21,4.76
2023-11-12,JU,A-,3.88,3.82
2023-11-12,JU,B+,3.25,2.04
2023-11-12,JU,B-,4.42,2.54
2023-11-12,JU,AB+,3.12,2.4
2023-11-12,JU,AB-,8.49,5.29
2023-11-12,JU,0+,3.9,4.02
2023-11-12,JU,0-,6.28,4.29
2023-11-19,ZH,A+,39.86,20.5
2023-11-19,ZH,A-,26.68,17.42
2023-11-19,ZH,B+,37.03,24.42
2023-11-19,ZH,B-,36.06,23.19
2023-11-19,ZH,AB+,30.24,17.89
2023-11-19,ZH,AB-,51.67,27.79
2023-11-19,ZH,0+,45.03,28.58
2023-11-19,ZH,0-,7.29,21.35
2023-11-19,BE,A+,32.35,23.26
2023-11-19,BE,A-,32.99,19.63
2023-11-19,BE,B+,24.96,20.15
2023-11-19,BE,B-,35.14,24.14
2023-11-19,BE,AB+,15.55,15.21
2023-11-19,BE,AB-,22.21,11.71
2023-11-19,BE,0+,35.2,27.46
2023-11-19,BE,0-,29.82,19.58
2023-11-19,LU,A+,38.23,23.37
2023-11-19,LU,A-,9.7,23.46
2023-11-19,LU,B+,37.72,19.26
2023-11-19,LU,B-,19.29,19.74
2023-11-19,LU,AB+,32.67,21.79
2023-11-19,LU,AB-,28.21,21.01
2023-11-19,LU,0+,23.93,19.83
2023-11-19,LU,0-,31.04,20.44
2023-11-19,UR,A+,12.97,8.58
2023-11-19,UR,A-,5.81,3.8
2023-11-19,UR,B+,9.22,6.31
2023-11-19,UR,B-,2.59,4.96
2023-11-19,UR,AB+,6.98,3.58
2023-11-19,UR,AB-,10.3,6.5
2023-11-19,UR,0+,5.89,10.34
2023-11-19,UR,0-,12.27,7.36
2023-11-19,SZ,A+,18.36,12.24
2023-11-19,SZ,A-,8.17,4.56
2023-11-19,SZ,B+,10.29,6.98
2023-11-19,SZ,B-,20.27,11.91
2023-11-19,SZ,AB+,9.57,7.71
2023-11-19,SZ,AB-,9.59,6.04
2023-11-19,SZ,0+,15.57,8.39
2023-11-19,SZ,0-,7.22,7.25
2023-11-19,OW,A+,2.6,1.63
2023-11-19,OW,A-,6.46,3.85
2023-11-19,OW,B+,1.3,3.98
2023-11-19,OW,B-,6.89,3.68
2023-11-19,OW,AB+,2.66,1.7
2023-11-19,OW,AB-,4.81,4.31
2023-11-19,OW,0+,3.18,2.68
2023-11-19,OW,0-,3.48,3.2
2023-11-19,NW,A+,5.49,2.81
2023-11-19,NW,A-,3.99,2.36
2023-11-19,NW,B+,6.12,4.42
2023-11-19,NW,B-,7.7,4.91
2023-11-19,NW,AB+,9.77,5.85
2023-11-19,NW,AB-,6.46,4.95
2023-11-19,NW,0+,3.01,2.5
2023-11-19,NW,0-,3.93,2.64
2023-11-19,GL,A+,2.7,2.57
2023-11-19,GL,A-,3.16,2.21
2023-11-19,GL,B+,4.01,2.6
2023-11-19,GL,B-,7.98,4.38
2023-11-19,GL,AB+,4.45,3.7
2023-11-19,GL,AB-,6.8,5.4
2023-11-19,GL,0+,1.98,5.88
2023-11-19,GL,0-,10.07,5.37
2023-11-19,ZG,A+,10.44,6.85
2023-11-19,ZG,A-,12.84,8.7
2023-11-19,ZG,B+,11.14,8.06
2023-11-19,ZG,B-,11.47,6.21
2023-11-19,ZG,AB+,6.85,6.4
2023-11-19,ZG,AB-,8.2,5.91
2023-11-19,ZG,0+,8.55,6.12
2023-11-19,ZG,0-,11.56,6.72
2023-11-19,FR,A+,3.23,9.87
2023-11-19,FR,A-,15.79,9.75
2023-11-19,FR,B+,12.23,6.43
2023-11-19,FR,B-,14.62,7.48
2023-11-19,FR,AB+,15.27,8.98
2023-11-19,FR,AB-,10.77,8.91
2023-11-19,FR,0+,7.27,5.58
2023-11-19,FR,0-,14.28,8.64
2023-11-19,SO,A+,8.67,6.59
2023-11-19,SO,A-,8.38,6.96
2023-11-19,SO,B+,15.27,11.49
2023-11-19,SO,B-,2.56,6.38
2023-11-19,SO,AB+,15.87,16.29
2023-11-19,SO,AB-,4.74,17.23
2023-11-19,SO,0+,12.48,8.54
2023-11-19,SO,0-,21.36,14.0
2023-11-19,BS,A+,9.84,5.09
2023-11-19,BS,A-,8.34,5.19
2023-11-19,BS,B+,1.52,5.25
2023-11-19,BS,B-,10.12,9.36
2023-11-19,BS,AB+,18.81,10.86
2023-11-19,BS,AB-,11.25,7.82
2023-11-19,BS,0+,26.1,13.38
2023-11-19,BS,0-,10.21,6.62
2023-11-19,BL,A+,20.69,14.95
2023-11-19,BL,A-,31.72,18.3
2023-11-19,BL,B+,33.74,18.51
2023-11-19,BL,B-,32.09,20.18
2023-11-19,BL,AB+,4.51,11.21
2023-11-19,BL,AB-,11.16,7.42
2023-11-19,BL,0+,14.26,8.43
2023-11-19,BL,0-,21.73,11.15
2023-11-19,SH,A+,5.16,7.43
2023-11-19,SH,A-,5.18,3.89
2023-11-19,SH,B+,7.3,5.25
2023-11-19,SH,B-,8.13,5.86
2023-11-19,SH,AB+,7.86,4.5
2023-11-19,SH,AB-,13.02,6.68
2023-11-19,SH,0+,7.77,4.69
2023-11-19,SH,0-,9.78,6.48
2023-11-19,AR,A+,10.08,6.32
2023-11-19,AR,A-,3.0,7.47
2023-11-19,AR,B+,7.69,5.1
2023-11-19,AR,B-,4.08,2.86
2023-11-19,AR,AB+,10.33,6.71
2023-11-19,AR,AB-,6.14,6.13
2023-11-19,AR,0+,8.92,5.78
2023-11-19,AR,0-,9.79,6.72
2023-11-19,AI,A+,5.47,2.74
2023-11-19,AI,A-,2.95,1.92
2023-11-19,AI,B+,3.67,1.9
2023-11-19,AI,B-,2.7,2.1
2023-11-19,AI,AB+,1.16,1.07
2023-11-19,AI,AB-,0.93,2.96
2023-11-19,AI,0+,1.98,1.54
2023-11-19,AI,0-,2.11,1.14
2023-11-19,SG,A+,23.24,19.0
2023-11-19,SG,A-,32.28,26.55
2023-11-19,SG,B+,18.88,17.03
2023-11-19,SG,B-,26.64,21.21
2023-11-19,SG,AB+,32.68,21.11
2023-11-19,SG,AB-,7.5,18.79
2023-11-19,SG,0+,17.74,16.54
2023-11-19,SG,0-,30.46,19.77
2023-11-19,GR,A+,9.81,7.37
2023-11-19,GR,A-,10.86,7.44
2023-11-19,GR,B+,20.99,11.49
2023-11-19,GR,B-,25.74,13.22
2023-11-19,GR,AB+,23.2,13.31
2023-11-19,GR,AB-,33.52,19.03
2023-11-19,GR,0+,17.43,9.92
2023-11-19,GR,0-,14.06,9.99
2023-11-19,AG,A+,3.05,11.02
2023-11-19,AG,A-,24.37,15.33
2023-11-19,AG,B+,20.91,13.66
2023-11-19,AG,B-,30.08,17.05
2023-11-19,AG,AB+,25.21,22.76
2023-11-19,AG,AB-,3.78,10.15
2023-11-19,AG,0+,18.55,17.32
2023-11-19,AG,0-,18.53,11.51
2023-11-19,TG,A+,13.91,9.87
2023-11-19,TG,A-,17.2,13.12
2023-11-19,TG,B+,6.48,5.53
2023-11-19,TG,B-,10.25,7.28
2023-11-19,TG,AB+,20.07,11.32
2023-11-19,TG,AB-,3.08,9.2
2023-11-19,TG,0+,20.51,10.5
2023-11-19,TG,0-,6.58,6.32
2023-11-19,TI,A+,13.32,6.67
2023-11-19,TI,A-,11.49,6.94
2023-11-19,TI,B+,10.97,9.07
2023-11-19,TI,B-,24.56,15.18
2023-11-19,TI,AB+,9.43,6.7
2023-11-19,TI,AB-,19.86,14.27
2023-11-19,TI,0+,3.91,12.57
2023-11-19,TI,0-,21.35,17.39
2023-11-19,VD,A+,51.14,31.44
2023-11-19,VD,A-,11.72,29.25
2023-11-19,VD,B+,42.52,27.88
2023-11-19,VD,B-,43.96,33.08
2023-11-19,VD,AB+,21.83,13.74
2023-11-19,VD,AB-,35.34,28.62
2023-11-19,VD,0+,36.41,34.0
2023-11-19,VD,0-,25.82,19.65
2023-11-19,VS,A+,16.64,14.48
2023-11-19,VS,A-,23.4,18.21
2023-11-19,VS,B+,13.34,10.45
2023-11-19,VS,B-,30.47,22.4
2023-11-19,VS,AB+,20.41,13.51
2023-11-19,VS,AB-,24.88,18.91
2023-11-19,VS,0+,6.72,18.14
2023-11-19,VS,0-,7.21,20.02
2023-11-19,NE,A+,23.12,8.87
2023-11-19,NE,A-,25.9,6.77
2023-11-19,NE,B+,32.82,8.93
2023-11-19,NE,B-,17.84,7.12
2023-11-19,NE,AB+,20.69,8.17
2023-11-19,NE,AB-,14.18,3.94
2023-11-19,NE,0+,25.75,8.68
2023-11-19,NE,0-,27.93,7.3
2023-11-19,GE,A+,18.14,9.68
2023-11-19,GE,A-,39.92,21.52
2023-11-19,GE,B+,15.33,9.46
2023-11-19,GE,B-,36.26,23.03
2023-11-19,GE,AB+,38.97,19.52
2023-11-19,GE,AB-,16.74,17.3
2023-11-19,GE,0+,20.34,13.95
2023-11-19,GE,0-,14.24,14.17
2023-11-19,JU,A+,4.36,3.55
2023-11-19,JU,A-,8.9,5.76
2023-11-19,JU,B+,2.35,2.07
2023-11-19,JU,B-,8.55,5.52
2023-11-19,JU,AB+,3.26,2.18
2023-11-19,JU,AB-,2.2,5.01
2023-11-19,JU,0+,6.26,3.25
2023-11-19,JU,0-,2.72,2.16
2023-11-26,ZH,A+,61.77,33.7
2023-11-26,ZH,A-,48.2,32.41
2023-11-26,ZH,B+,24.73,25.22
2023-11-26,ZH,B-,79.96,41.22
2023-11-26,ZH,AB+,55.15,31.23
2023-11-26,ZH,AB-,19.85,17.81
2023-11-26,ZH,0+,52.97,41.05
2023-11-26,ZH,0-,24.44,21.65
2023-11-26,BE,A+,26.66,25.11
2023-11-26,BE,A-,37.34,21.37
2023-11-26,BE,B+,16.06,10.8
2023-11-26,BE,B-,34.68,26.0
2023-11-26,BE,AB+,32.31,18.27
2023-11-26,BE,AB-,40.32,26.2
2023-11-26,BE,0+,35.77,27.88
2023-11-26,BE,0-,6.3,14.54
2023-11-26,LU,A+,31.68,16.21
2023-11-26,LU,A-,27.36,18.5
2023-11-26,LU,B+,13.47,11.27
2023-11-26,LU,B-,11.1,9.12
2023-11-26,LU,AB+,18.17,13.84
2023-11-26,LU,AB-,20.48,13.76
2023-11-26,LU,0+,3.27,8.02
2023-11-26,LU,0-,12.8,9.13
2023-11-26,UR,A+,5.67,3.6
2023-11-26,UR,A-,12.77,8.1
2023-11-26,UR,B+,7.34,4.95
2023-11-26,UR,B-,12.21,9.16
2023-11-26,UR,AB+,5.51,4.39
2023-11-26,UR,AB-,11.72,9.12
2023-11-26,UR,0+,2.64,7.2
2023-11-26,UR,0-,5.59,4.57
2023-11-26,SZ,A+,19.3,9.76
2023-11-26,SZ,A-,2.87,10.29
2023-11-26,SZ,B+,8.12,8.01
2023-11-26,SZ,B-,8.3,11.99
2023-11-26,SZ,AB+,2.92,10.54
2023-11-26,SZ,AB-,13.4,10.7
2023-11-26,SZ,0+,6.99,5.58
2023-11-26,SZ,0-,6.46,4.96
2023-11-26,OW,A+,1.71,4.28
2023-11-26,OW,A-,2.61,2.0
2023-11-26,OW,B+,2.6,2.11
2023-11-26,OW,B-,5.89,4.09
2023-11-26,OW,AB+,2.99,2.16
2023-11-26,OW,AB-,2.13,2.16
2023-11-26,OW,0+,5.67,4.37
2023-11-26,OW,0-,2.9,1.58
2023-11-26,NW,A+,2.83,2.19
2023-11-26,NW,A-,4.58,4.23
2023-11-26,NW,B+,10.84,5.76
2023-11-26,NW,B-,7.71,5.92
2023-11-26,NW,AB+,10.59,5.78
2023-11-26,NW,AB-,1.17,4.35
2023-11-26,NW,0+,4.65,2.69
2023-11-26,NW,0-,3.81,3.15
2023-11-26,GL,A+,5.68,5.04
2023-11-26,GL,A-,5.83,5.13
2023-11-26,GL,B+,2.44,2.39
2023-11-26,GL,B-,7.99,5.86
2023-11-26,GL,AB+,6.48,5.04
2023-11-26,GL,AB-,5.74,3.73
2023-11-26,GL,0+,10.68,5.84
2023-11-26,GL,0-,1.04,3.03
2023-11-26,ZG,A+,3.67,3.04
2023-11-26,ZG,A-,12.55,7.4
2023-11-26,ZG,B+,5.83,3.35
2023-11-26,ZG,B-,8.46,8.44
2023-11-26,ZG,AB+,9.31,6.3
2023-11-26,ZG,AB-,10.1,8.19
2023-11-26,ZG,0+,14.11,7.45
2023-11-26,ZG,0-,11.03,8.2
2023-11-26,FR,A+,11.36,8.05
2023-11-26,FR,A-,1.37,5.35
2023-11-26,FR,B+,13.87,11.77
2023-11-26,FR,B-,19.68,11.87
2023-11-26,FR,AB+,15.93,9.29
2023-11-26,FR,AB-,5.35,4.39
2023-11-26,FR,0+,16.94,10.51
2023-11-26,FR,0-,7.99,4.01
2023-11-26,SO,A+,25.3,14.1
2023-11-26,SO,A-,15.0,7.61
2023-11-26,SO,B+,28.42,14.66
2023-11-26,SO,B-,5.69,16.41
2023-11-26,SO,AB+,7.06,6.8
2023-11-26,SO,AB-,24.7,12.4
2023-11-26,SO,0+,13.52,7.5
2023-11-26,SO,0-,3.85,10.0
2023-11-26,BS,A+,2.9,8.38
2023-11-26,BS,A-,10.45,8.44
2023-11-26,BS,B+,9.79,5.5
2023-11-26,BS,B-,23.03,14.9
2023-11-26,BS,AB+,12.37,7.82
2023-11-26,BS,AB-,25.07,12.77
2023-11-26,BS,0+,18.79,12.11
2023-11-26,BS,0-,10.05,8.12
2023-11-26,BL,A+,37.39,20.24
2023-11-26,BL,A-,14.02,9.33
2023-11-26,BL,B+,25.02,15.95
2023-11-26,BL,B-,20.79,10.92
2023-11-26,BL,AB+,5.33,15.66
2023-11-26,BL,AB-,16.65,10.71
2023-11-26,BL,0+,27.15,17.45
2023-11-26,BL,0-,22.06,14.46
2023-11-26,SH,A+,9.93,5.02
2023-11-26,SH,A-,10.13,6.8
2023-11-26,SH,B+,9.14,4.86
2023-11-26,SH,B-,6.65,5.07
2023-11-26,SH,AB+,8.87,6.73
2023-11-26,SH,AB-,7.91,3.97
2023-11-26,SH,0+,12.29,7.35
2023-11-26,SH,0-,8.02,6.0
2023-11-26,AR,A+,1.88,3.16
2023-11-26,AR,A-,2.94,4.89
2023-11-26,AR,B+,11.96,6.9
2023-11-26,AR,B-,4.38,4.09
2023-11-26,AR,AB+,1.7,4.31
2023-11-26,AR,AB-,8.51,4.52
2023-11-26,AR,0+,6.9,3.86
2023-11-26,AR,0-,4.12,2.72
2023-11-26,AI,A+,2.14,1.52
2023-11-26,AI,A-,0.56,1.83
2023-11-26,AI,B+,4.4,2.59
2023-11-26,AI,B-,2.91,2.0
2023-11-26,AI,AB+,3.05,2.1
2023-11-26,AI,AB-,2.63,2.71
2023-11-26,AI,0+,3.05,1.57
2023-11-26,AI,0-,1.49,1.12
2023-11-26,SG,A+,20.06,13.51
2023-11-26,SG,A-,20.26,16.3
2023-11-26,SG,B+,37.34,22.66
2023-11-26,SG,B-,26.13,21.03
2023-11-26,SG,AB+,25.5,17.3
2023-11-26,SG,AB-,33.32,19.34
2023-11-26,SG,0+,40.01,26.0
2023-11-26,SG,0-,41.16,20.84
2023-11-26,GR,A+,5.97,15.42
2023-11-26,GR,A-,2.54,6.59
2023-11-26,GR,B+,16.48,13.05
2023-11-26,GR,B-,19.86,11.22
2023-11-26,GR,AB+,19.53,13.23
2023-11-26,GR,AB-,8.84,7.48
2023-11-26,GR,0+,10.26,8.0
2023-11-26,GR,0-,33.93,17.23
2023-11-26,AG,A+,25.72,16.01
2023-11-26,AG,A-,19.9,10.95
2023-11-26,AG,B+,35.71,22.06
2023-11-26,AG,B-,9.07,8.12
2023-11-26,AG,AB+,12.18,11.2
2023-11-26,AG,AB-,14.09,10.2
2023-11-26,AG,0+,36.9,19.06
2023-11-26,AG,0-,18.02,11.81
2023-11-26,TG,A+,7.56,11.27
2023-11-26,TG,A-,15.81,10.05
2023-11-26,TG,B+,14.95,9.85
2023-11-26,TG,B-,10.8,6.3
2023-11-26,TG,AB+,14.15,12.08
2023-11-26,TG,AB-,14.21,10.72
2023-11-26,TG,0+,14.86,9.84
2023-11-26,TG,0-,2.31,6.0
2023-11-26,TI,A+,25.49,12.95
2023-11-26,TI,A-,23.55,16.96
2023-11-26,TI,B+,22.36,16.35
2023-11-26,TI,B-,15.06,11.66
2023-11-26,TI,AB+,17.58,9.51
2023-11-26,TI,AB-,13.72,13.79
2023-11-26,TI,0+,12.29,6.84
2023-11-26,TI,0-,13.7,7.21
2023-11-26,VD,A+,39.38,31.94
2023-11-26,VD,A-,19.19,15.74
2023-11-26,VD,B+,40.13,27.16
2023-11-26,VD,B-,54.48,29.57
2023-11-26,VD,AB+,8.01,25.96
2023-11-26,VD,AB-,19.51,14.61
2023-11-26,VD,0+,15.9,14.11
2023-11-26,VD,0-,49.6,29.15
2023-11-26,VS,A+,21.55,13.99
2023-11-26,VS,A-,23.25,18.09
2023-11-26,VS,B+,14.97,9.62
2023-11-26,VS,B-,3.15,11.24
2023-11-26,VS,AB+,15.05,7.65
2023-11-26,VS,AB-,15.56,14.94
2023-11-26,VS,0+,24.09,15.2
2023-11-26,VS,0-,37.78,19.99
2023-11-26,NE,A+,10.31,5.34
2023-11-26,NE,A-,2.27,8.07
2023-11-26,NE,B+,10.2,6.15
2023-11-26,NE,B-,3.36,3.09
2023-11-26,NE,AB+,8.88,6.84
2023-11-26,NE,AB-,14.06,8.52
2023-11-26,NE,0+,1.1,4.01
2023-11-26,NE,0-,10.02,7.31
2023-11-26,GE,A+,32.01,16.2
2023-11-26,GE,A-,15.76,14.21
2023-11-26,GE,B+,5.79,15.83
2023-11-26,GE,B-,31.64,19.31
2023-11-26,GE,AB+,31.95,24.29
2023-11-26,GE,AB-,9.22,26.4
2023-11-26,GE,0+,21.0,15.69
2023-11-26,GE,0-,37.33,19.85
2023-11-26,JU,A+,3.73,2.65
2023-11-26,JU,A-,1.69,2.7
2023-11-26,JU,B+,3.66,2.39
2023-11-26,JU,B-,2.92,2.78
2023-11-26,JU,AB+,3.19,2.68
2023-11-26,JU,AB-,2.76,5.04
2023-11-26,JU,0+,4.73,4.82
2023-11-26,JU,0-,9.49,5.17
2023-12-03,ZH,A+,37.91,21.66
2023-12-03,ZH,A-,52.45,27.48
2023-12-03,ZH,B+,29.11,19.79
2023-12-03,ZH,B-,46.56,30.72
2023-12-03,ZH,AB+,62.95,44.4
2023-12-03,ZH,AB-,42.56,28.27
2023-12-03,ZH,0+,53.22,35.09
2023-12-03,ZH,0-,31.25,30.16
2023-12-03,BE,A+,33.78,20.7
2023-12-03,BE,A-,18.96,12.19
2023-12-03,BE,B+,21.32,13.59
2023-12-03,BE,B-,42.29,23.94
2023-12-03,BE,AB+,45.05,28.92
2023-12-03,BE,AB-,5.67,15.85
2023-12-03,BE,0+,39.29,26.06
2023-12-03,BE,0-,25.39,24.38
2023-12-03,LU,A+,27.57,20.07
2023-12-03,LU,A-,33.5,17.91
2023-12-03,LU,B+,32.11,17.06
2023-12-03,LU,B-,15.35,11.61
2023-12-03,LU,AB+,44.01,22.39
2023-12-03,LU,AB-,17.42,9.5
2023-12-03,LU,0+,14.26,12.93
2023-12-03,LU,0-,28.18,18.48
2023-12-03,UR,A+,6.43,5.48
2023-12-03,UR,A-,44.75,10.26
2023-12-03,UR,B+,53.12,10.43
2023-12-03,UR,B-,41.93,8.44
2023-12-03,UR,AB+,56.12,10.02
2023-12-03,UR,AB-,30.43,8.0
2023-12-03,UR,0+,26.35,5.68
2023-12-03,UR,0-,18.81,4.43
2023-12-03,SZ,A+,10.48,6.18
2023-12-03,SZ,A-,8.09,5.64
2023-12-03,SZ,B+,19.82,11.4
2023-12-03,SZ,B-,15.3,11.75
2023-12-03,SZ,AB+,11.92,8.8
2023-12-03,SZ,AB-,4.51,11.14
2023-12-03,SZ,0+,16.62,12.8
2023-12-03,SZ,0-,9.12,6.85
2023-12-03,OW,A+,4.01,2.32
2023-12-03,OW,A-,3.86,2.79
2023-12-03,OW,B+,5.01,3.28
2023-12-03,OW,B-,2.39,1.6
2023-12-03,OW,AB+,5.87,3.5
2023-12-03,OW,AB-,1.2,3.38
2023-12-03,OW,0+,1.13,3.99
2023-12-03,OW,0-,6.29,3.5
2023-12-03,NW,A+,7.31,5.58
2023-12-03,NW,A-,4.38,2.93
2023-12-03,NW,B+,2.59,2.5
2023-12-03,NW,B-,0.81,2.25
2023-12-03,NW,AB+,0.91,3.14
2023-12-03,NW,AB-,3.32,2.16
2023-12-03,NW,0+,6.22,3.53
2023-12-03,NW,0-,6.37,4.8
2023-12-03,GL,A+,6.93,4.58
2023-12-03,GL,A-,4.62,4.68
2023-12-03,GL,B+,4.99,3.03
2023-12-03,GL,B-,8.43,5.48
2023-12-03,GL,AB+,2.01,3.45
2023-12-03,GL,AB-,1.33,5.05
2023-12-03,GL,0+,4.72,3.31
2023-12-03,GL,0-,5.34,3.54
2023-12-03,ZG,A+,5.32,5.15
2023-12-03,ZG,A-,7.99,5.48
2023-12-03,ZG,B+,15.43,8.67
2023-12-03,ZG,B-,9.63,6.68
2023-12-03,ZG,AB+,1.1,3.55
2023-12-03,ZG,AB-,4.34,3.22
2023-12-03,ZG,0+,9.37,8.87
2023-12-03,ZG,0-,10.58,7.16
2023-12-03,FR,A+,3.48,10.78
2023-12-03,FR,A-,10.78,6.66
2023-12-03,FR,B+,13.46,11.22
2023-12-03,FR,B-,6.15,11.08
2023-12-03,FR,AB+,14.72,7.55
2023-12-03,FR,AB-,12.14,9.48
2023-12-03,FR,0+,3.32,5.78
2023-12-03,FR,0-,15.7,10.72
2023-12-03,SO,A+,19.09,12.1
2023-12-03,SO,A-,24.42,17.07
2023-12-03,SO,B+,11.91,6.88
2023-12-03,SO,B-,25.39,16.64
2023-12-03,SO,AB+,15.73,8.97
2023-12-03,SO,AB-,4.05,11.41
2023-12-03,SO,0+,18.94,14.93
2023-12-03,SO,0-,12.67,6.67
2023-12-03,BS,A+,12.78,6.76
2023-12-03,BS,A-,6.79,5.8
2023-12-03,BS,B+,8.67,6.96
2023-12-03,BS,B-,12.14,8.34
2023-12-03,BS,AB+,2.05,5.48
2023-12-03,BS,AB-,20.68,14.26
2023-12-03,BS,0+,10.04,8.17
2023-12-03,BS,0-,10.98,7.93
2023-12-03,BL,A+,6.62,11.06
2023-12-03,BL,A-,28.65,14.39
2023-12-03,BL,B+,19.16,15.06
2023-12-03,BL,B-,11.12,18.49
2023-12-03,BL,AB+,14.26,10.58
2023-12-03,BL,AB-,26.64,15.85
2023-12-03,BL,0+,19.6,14.71
2023-12-03,BL,0-,24.17,16.9
2023-12-03,SH,A+,6.44,5.33
2023-12-03,SH,A-,2.07,6.38
2023-12-03,SH,B+,4.9,3.6
2023-12-03,SH,B-,13.46,8.68
2023-12-03,SH,AB+,4.17,3.19
2023-12-03,SH,AB-,5.94,6.02
2023-12-03,SH,0+,10.27,7.02
2023-12-03,SH,0-,4.43,4.61
2023-12-03,AR,A+,7.09,4.78
2023-12-03,AR,A-,9.48,5.07
2023-12-03,AR,B+,10.08,5.87
2023-12-03,AR,B-,7.03,4.02
2023-12-03,AR,AB+,4.0,2.53
2023-12-03,AR,AB-,7.0,3.87
2023-12-03,AR,0+,13.18,7.27
2023-12-03,AR,0-,7.7,4.27
2023-12-03,AI,A+,2.99,2.88
2023-12-03,AI,A-,1.95,1.29
2023-12-03,AI,B+,3.27,2.49
2023-12-03,AI,B-,1.85,1.39
2023-12-03,AI,AB+,0.45,1.26
2023-12-03,AI,AB-,3.44,2.66
2023-12-03,AI,0+,4.53,2.35
2023-12-03,AI,0-,1.61,1.32
2023-12-03,SG,A+,36.01,19.04
2023-12-03,SG,A-,20.1,10.79
2023-12-03,SG,B+,39.2,24.8
2023-12-03,SG,B-,9.29,23.24
2023-12-03,SG,AB+,15.3,11.31
2023-12-03,SG,AB-,28.01,16.04
2023-12-03,SG,0+,38.37,25.55
2023-12-03,SG,0-,7.97,22.44
2023-12-03,GR,A+,8.08,13.1
2023-12-03,GR,A-,19.6,13.22
2023-12-03,GR,B+,13.55,10.41
2023-12-03,GR,B-,15.88,13.24
2023-12-03,GR,AB+,28.49,14.7
2023-12-03,GR,AB-,20.86,14.11
2023-12-03,GR,0+,3.83,10.65
2023-12-03,GR,0-,5.04,14.49
2023-12-03,AG,A+,10.58,10.18
2023-12-03,AG,A-,24.68,13.16
2023-12-03,AG,B+,37.52,23.01
2023-12-03,AG,B-,28.8,19.62
2023-12-03,AG,AB+,3.23,12.45
2023-12-03,AG,AB-,7.3,14.88
2023-12-03,AG,0+,40.73,23.6
2023-12-03,AG,0-,21.89,11.11
2023-12-03,TG,A+,16.81,9.89
2023-12-03,TG,A-,5.09,13.43
2023-12-03,TG,B+,4.68,6.69
2023-12-03,TG,B-,15.04,11.68
2023-12-03,TG,AB+,3.23,8.92
2023-12-03,TG,AB-,19.35,12.43
2023-12-03,TG,0+,12.33,8.68
2023-12-03,TG,0-,10.67,7.55
2023-12-03,TI,A+,17.91,15.49
2023-12-03,TI,A-,20.18,14.66
2023-12-03,TI,B+,7.63,16.69
2023-12-03,TI,B-,12.0,10.93
2023-12-03,TI,AB+,21.46,12.7
2023-12-03,TI,AB-,12.72,10.48
2023-12-03,TI,0+,24.84,13.37
2023-12-03,TI,0-,11.91,7.71
2023-12-03,VD,A+,43.07,21.59
2023-12-03,VD,A-,21.26,17.59
2023-12-03,VD,B+,37.54,25.64
2023-12-03,VD,B-,20.12,16.04
2023-12-03,VD,AB+,26.33,18.99
2023-12-03,VD,AB-,27.44,15.23
2023-12-03,VD,0+,39.84,34.35
2023-12-03,VD,0-,21.88,15.69
2023-12-03,VS,A+,18.49,13.37
2023-12-03,VS,A-,16.06,8.11
2023-12-03,VS,B+,4.85,12.33
2023-12-03,VS,B-,29.04,20.05
2023-12-03,VS,AB+,25.39,14.17
2023-12-03,VS,AB-,21.06,14.87
2023-12-03,VS,0+,4.15,14.79
2023-12-03,VS,0-,12.05,9.23
2023-12-03,NE,A+,8.53,4.63
2023-12-03,NE,A-,9.29,8.8
2023-12-03,NE,B+,9.85,4.93
2023-12-03,NE,B-,15.08,8.23
2023-12-03,NE,AB+,13.27,6.98
2023-12-03,NE,AB-,5.66,3.8
2023-12-03,NE,0+,8.84,6.38
2023-12-03,NE,0-,1.22,4.36
2023-12-03,GE,A+,32.36,17.91
2023-12-03,GE,A-,15.58,9.45
2023-12-03,GE,B+,29.69,17.81
2023-12-03,GE,B-,26.97,18.03
2023-12-03,GE,AB+,5.22,9.01
2023-12-03,GE,AB-,45.34,22.76
2023-12-03,GE,0+,23.61,24.29
2023-12-03,GE,0-,24.3,13.11
2023-12-03,JU,A+,5.22,3.34
2023-12-03,JU,A-,4.9,3.54
2023-12-03,JU,B+,1.4,4.17
2023-12-03,JU,B-,8.34,5.74
